round,match,matchup,team_a_top,team_b_top,direct_matchup_fixed,matchup_probability,direct_team_a_win_probability,direct_draw_probability,direct_team_b_win_probability,direct_team_a_advance_probability,direct_team_b_advance_probability,direct_winner,direct_winner_probability,monte_carlo_team_a_advance_probability,monte_carlo_team_b_advance_probability,monte_carlo_winner,monte_carlo_winner_probability,monte_carlo_sample_size,monte_carlo_standard_error,monte_carlo_team_a_ci95_lower,monte_carlo_team_a_ci95_upper,direct_vs_monte_carlo_delta,absolute_probability_delta,direct_within_monte_carlo_ci,prediction_agreement
round_of_16,93,Portugal vs Spain,Portugal,Spain,False,0.534,0.2684880818547236,0.2318049464117218,0.4997069717335545,0.3843905550605845,0.6156094449394155,Spain,0.6156094449394155,0.381398252184769,0.618601747815231,Spain,0.6186017478152309,1602,0.0121356673840342,0.3576123441120619,0.4051841602574761,-0.0029923028758154,0.0029923028758154,True,True
round_of_16,94,United States vs Belgium,United States,Belgium,False,0.5063333333333333,0.2455927296794852,0.2357574436014381,0.5186498267190766,0.3634714514802043,0.6365285485197957,Belgium,0.6365285485197957,0.3594470046082949,0.6405529953917051,Belgium,0.6405529953917051,1519,0.0123116448964747,0.3353161806112044,0.3835778286053854,-0.0040244468719093,0.0040244468719093,True,True
round_of_16,95,Argentina vs Australia,Argentina,Australia,False,0.5223333333333333,0.7260148854501077,0.1731961316378706,0.1007889829120216,0.8126129512690431,0.1873870487309569,Argentina,0.8126129512690431,0.803446075303127,0.196553924696873,Argentina,0.803446075303127,1567,0.0100388676491828,0.7837698947107286,0.8231222558955253,-0.0091668759659161,0.0091668759659161,True,True
round_of_16,96,Switzerland vs Colombia,Switzerland,Colombia,False,0.533,0.3233737685247039,0.2439266803078427,0.4326995511674532,0.4453371086786253,0.5546628913213747,Colombia,0.5546628913213747,0.4434021263289556,0.5565978736710444,Colombia,0.5565978736710444,1599,0.0124235417928673,0.4190519844149355,0.4677522682429756,-0.0019349823496697,0.0019349823496697,True,True
quarterfinals,97,France vs Netherlands,France,Netherlands,False,0.2143333333333333,0.481985018470641,0.2393512444531051,0.2786637370762538,0.6016606406971936,0.3983393593028064,France,0.6016606406971936,0.5816485225505443,0.4183514774494556,France,0.5816485225505443,643,0.0194533984271633,0.5435198616333041,0.6197771834677845,-0.0200121181466492,0.0200121181466492,True,True
quarterfinals,98,Spain vs Belgium,Spain,Belgium,False,0.2443333333333333,0.6007248152794605,0.2138500201563702,0.1854251645641693,0.7076498253576456,0.2923501746423543,Spain,0.7076498253576456,0.6684856753069577,0.3315143246930423,Spain,0.6684856753069577,733,0.0173878231692552,0.6344055418952173,0.7025658087186981,-0.0391641500506879,0.0391641500506879,False,True
quarterfinals,99,Brazil vs England,Brazil,England,False,0.2083333333333333,0.3913542780046071,0.2435862459523675,0.3650594760430253,0.5131474009807908,0.4868525990192092,Brazil,0.5131474009807908,0.4736,0.5264,England,0.5264,625,0.019972102142739,0.4344546798002315,0.5127453201997685,-0.0395474009807907,0.0395474009807907,False,False
quarterfinals,100,Argentina vs Colombia,Argentina,Colombia,False,0.385,0.5766351423053494,0.2205402367746819,0.2028246209199687,0.6869052606926903,0.3130947393073097,Argentina,0.6869052606926903,0.6909090909090909,0.3090909090909091,Argentina,0.6909090909090909,1155,0.0135976098933728,0.6642577755180802,0.7175604063001016,0.0040038302164006,0.0040038302164006,True,True
semifinals,101,France vs Spain,France,Spain,False,0.161,0.3251709567247464,0.2462943850950967,0.4285346581801569,0.4483181492722947,0.5516818507277053,Spain,0.5516818507277053,0.4616977225672878,0.5383022774327122,Spain,0.5383022774327122,483,0.0226839357950549,0.41723720840898,0.5061582367255956,0.013379573294993,0.013379573294993,True,True
semifinals,102,England vs Argentina,England,Argentina,False,0.1563333333333333,0.2537097085052538,0.2332375445082979,0.5130527469864483,0.3703284807594028,0.6296715192405973,Argentina,0.6296715192405973,0.3773987206823028,0.6226012793176972,Argentina,0.6226012793176973,469,0.0223830257757468,0.3335279901618389,0.4212694512027666,0.0070702399229,0.0070702399229,True,True
third_place,103,France vs Argentina,France,Argentina,False,0.0276666666666666,0.3159819482909135,0.2452188826515033,0.4387991690575831,0.4385913896166652,0.5614086103833348,Argentina,0.5614086103833348,0.3614457831325301,0.6385542168674698,Argentina,0.6385542168674698,83,0.052732871825292,0.2580893543549578,0.4648022119101024,-0.0771456064841351,0.0771456064841351,True,True
final,104,Spain vs Argentina,Spain,Argentina,False,0.096,0.3764757410356871,0.2466632587670691,0.3768610001972439,0.4998073704192216,0.5001926295807784,Argentina,0.5001926295807784,0.4722222222222222,0.5277777777777778,Argentina,0.5277777777777778,288,0.0294172801554139,0.4145643531176108,0.5298800913268336,-0.0275851481969994,0.0275851481969994,True,True
