round,match,matchup,team_a_top,team_b_top,direct_matchup_fixed,matchup_probability,direct_team_a_win_probability,direct_draw_probability,direct_team_b_win_probability,direct_team_a_advance_probability,direct_team_b_advance_probability,direct_winner,direct_winner_probability,monte_carlo_team_a_advance_probability,monte_carlo_team_b_advance_probability,monte_carlo_winner,monte_carlo_winner_probability,monte_carlo_sample_size,monte_carlo_standard_error,monte_carlo_team_a_ci95_lower,monte_carlo_team_a_ci95_upper,direct_vs_monte_carlo_delta,absolute_probability_delta,direct_within_monte_carlo_ci,prediction_agreement
round_of_32,83,Colombia vs Croatia,Colombia,Croatia,False,0.15733333333333333,0.49239544826112314,0.23540074633533348,0.27220380540354333,0.6100958214287899,0.38990417857121007,Colombia,0.6100958214287899,0.548728813559322,0.451271186440678,Colombia,0.548728813559322,472,0.022904809590829668,0.5038353867612959,0.5936222403573481,-0.061367007869467916,0.061367007869467916,False,True
round_of_32,84,Spain vs Austria,Spain,Austria,False,0.31333333333333335,0.7096750736773599,0.18012340122443163,0.11020152509820849,0.7997367742895758,0.2002632257104242,Spain,0.7997367742895758,0.8223404255319149,0.1776595744680851,Spain,0.8223404255319149,940,0.012466834728885465,0.7979054294632993,0.8467754216005304,0.022603651242339096,0.022603651242339096,True,True
round_of_32,85,Switzerland vs Egypt,Switzerland,Egypt,False,0.10766666666666666,0.5594500353520855,0.22215507664511525,0.21839488800279924,0.6705275736746431,0.3294724263253569,Switzerland,0.6705275736746431,0.6749226006191951,0.32507739938080493,Switzerland,0.6749226006191951,323,0.026062682465828522,0.6238397429861712,0.726005458252219,0.004395026944551961,0.004395026944551961,True,True
round_of_32,86,Argentina vs Uruguay,Argentina,Uruguay,False,0.42333333333333334,0.6994356783670312,0.1822620748949906,0.11830224673797823,0.7905667158145265,0.20943328418547347,Argentina,0.7905667158145265,0.7755905511811023,0.22440944881889768,Argentina,0.7755905511811023,1270,0.011706712795996568,0.752645394100949,0.7985357082612556,-0.014976164633424216,0.014976164633424216,True,True
round_of_32,87,Portugal vs Panama,Portugal,Panama,False,0.154,0.6868817196377105,0.18465090529996225,0.12846737506232722,0.7792071722876917,0.22079282771230835,Portugal,0.7792071722876917,0.7640692640692641,0.23593073593073588,Portugal,0.7640692640692641,462,0.019753208067244996,0.725352976257464,0.8027855518810643,-0.015137908218427532,0.015137908218427532,True,True
round_of_32,88,Turkey vs Iran,Turkey,Iran,False,0.09866666666666667,0.3476421692179837,0.24756078610576368,0.40479704467625266,0.47142256227086554,0.5285774377291345,Iran,0.5285774377291345,0.49324324324324326,0.5067567567567568,Iran,0.5067567567567568,296,0.02905925599378968,0.4362871014954155,0.550199384991071,0.021820680972377715,0.021820680972377715,True,True
round_of_16,89,Germany vs France,Germany,France,False,0.16633333333333333,0.3298874879010427,0.24073995145600155,0.42937256064295576,0.4502574636290435,0.5497425363709565,France,0.5497425363709565,0.48296593186372744,0.5170340681362726,France,0.5170340681362725,499,0.022370080958495367,0.4391205731850765,0.5268112905423784,0.03270846823468393,0.03270846823468393,True,True
round_of_16,90,Switzerland vs Netherlands,Switzerland,Netherlands,False,0.057,0.3039297259931292,0.24246220819083622,0.4536080658160345,0.4251608300885473,0.5748391699114527,Netherlands,0.5748391699114527,0.4093567251461988,0.5906432748538012,Netherlands,0.5906432748538012,171,0.037602397951699854,0.3356560251608671,0.4830574251315305,-0.015804104942348518,0.015804104942348518,True,True
round_of_16,91,Brazil vs Ecuador,Brazil,Ecuador,False,0.07233333333333333,0.4970853882379592,0.23688315043358524,0.26603146132845557,0.6155269634547519,0.3844730365452481,Brazil,0.6155269634547519,0.6036866359447005,0.3963133640552995,Brazil,0.6036866359447005,217,0.033204372146075495,0.5386060665383925,0.6687672053510085,-0.011840327510051374,0.011840327510051374,True,True
round_of_16,92,Mexico vs England,Mexico,England,False,0.15466666666666667,0.27995549340491,0.23743956950598827,0.4826049370891017,0.39867527815790416,0.6013247218420958,England,0.6013247218420958,0.4267241379310345,0.5732758620689655,England,0.5732758620689655,464,0.02296129840013267,0.38171999306677445,0.4717282827952945,0.02804885977313032,0.02804885977313032,True,True
round_of_16,93,Colombia vs Spain,Colombia,Spain,False,0.13633333333333333,0.2023751189026538,0.21859470157112565,0.5790301795262205,0.3116724696882166,0.6883275303117834,Spain,0.6883275303117834,0.3202933985330073,0.6797066014669927,Spain,0.6797066014669927,409,0.023071354045215167,0.2750735446043856,0.365513252461629,0.00862092884479071,0.00862092884479071,True,True
round_of_16,94,Turkey vs Belgium,Turkey,Belgium,False,0.08166666666666667,0.23871997337154852,0.23608866954982652,0.525191357078625,0.35676430814646176,0.6432356918535382,Belgium,0.6432356918535382,0.31020408163265306,0.689795918367347,Belgium,0.689795918367347,245,0.029552962444901815,0.2522802752406455,0.3681278880246606,-0.0465602265138087,0.0465602265138087,True,True
round_of_16,95,Argentina vs Iran,Argentina,Iran,False,0.12566666666666668,0.6756178966608761,0.1924568661197636,0.13192523721936028,0.771846329720758,0.22815367027924205,Argentina,0.771846329720758,0.7480106100795756,0.2519893899204244,Argentina,0.7480106100795756,377,0.022360130376901512,0.7041847545408486,0.7918364656183026,-0.023835719641182362,0.023835719641182362,True,True
round_of_16,96,Switzerland vs Portugal,Switzerland,Portugal,False,0.10466666666666667,0.2678165320576034,0.23813072591523507,0.49405274202716154,0.38688189501522097,0.613118104984779,Portugal,0.613118104984779,0.3885350318471338,0.6114649681528662,Portugal,0.6114649681528662,314,0.027506545884204987,0.33462220191409203,0.44244786178017553,0.001653136831912816,0.001653136831912816,True,True
quarterfinals,97,France vs Netherlands,France,Netherlands,False,0.050333333333333334,0.45666431154031434,0.24384983083199122,0.2994858576276944,0.57858922695631,0.42141077304369,France,0.57858922695631,0.5364238410596026,0.4635761589403974,France,0.5364238410596026,151,0.04058131431508228,0.45688446500204133,0.6159632171171638,-0.042165385896707375,0.042165385896707375,True,True
quarterfinals,98,Spain vs Belgium,Spain,Belgium,False,0.143,0.581637997060663,0.21966740947698973,0.19869459346234736,0.6914717017991578,0.30852829820084215,Spain,0.6914717017991578,0.6946386946386947,0.30536130536130535,Spain,0.6946386946386947,429,0.02223606022300033,0.651056016601614,0.7382213726757753,0.0031669928395368085,0.0031669928395368085,True,True
quarterfinals,99,Brazil vs England,Brazil,England,False,0.06733333333333333,0.38352861876873323,0.2444947993042964,0.3719765819269704,0.5057760184208815,0.4942239815791185,Brazil,0.5057760184208815,0.4900990099009901,0.5099009900990099,England,0.5099009900990099,202,0.03517297922130387,0.42115997062723454,0.5590380491747456,-0.0156770085198914,0.0156770085198914,True,False
quarterfinals,100,Argentina vs Portugal,Argentina,Portugal,False,0.11033333333333334,0.5424839059609058,0.22851922535254043,0.22899686868655378,0.656743518637176,0.34325648136282405,Argentina,0.656743518637176,0.6374622356495468,0.36253776435045315,Argentina,0.6374622356495468,331,0.026423470625753457,0.58567223322307,0.6892522380760236,-0.0192812829876291,0.0192812829876291,True,True
semifinals,101,France vs Spain,France,Spain,False,0.064,0.2557437051837665,0.23886575738064683,0.5053905374355867,0.3751765838740899,0.6248234161259101,Spain,0.6248234161259101,0.3854166666666667,0.6145833333333333,Spain,0.6145833333333334,192,0.03512408508018262,0.31657345990950875,0.4542598734238246,0.010240082792576766,0.010240082792576766,True,True
semifinals,102,England vs Argentina,England,Argentina,False,0.059666666666666666,0.26125021590949304,0.23678731310560575,0.5019624709849012,0.3796438724622959,0.6203561275377041,Argentina,0.6203561275377041,0.41899441340782123,0.5810055865921788,Argentina,0.5810055865921788,179,0.03687803353232778,0.34671346768445876,0.4912753591311837,0.039350540945525314,0.039350540945525314,True,True
third_place,103,Spain vs Argentina,Spain,Argentina,False,0.013333333333333334,0.40605178841586764,0.247038792261355,0.34690941932277747,0.5295711845465452,0.47042881545345483,Spain,0.5295711845465452,0.6,0.4,Spain,0.6,40,0.07745966692414834,0.4481790528286692,0.7518209471713307,0.07042881545345481,0.07042881545345481,True,True
final,104,Spain vs Argentina,Spain,Argentina,False,0.06633333333333333,0.40605178841586764,0.247038792261355,0.34690941932277747,0.5295711845465452,0.47042881545345483,Spain,0.5295711845465452,0.5376884422110553,0.4623115577889447,Spain,0.5376884422110553,199,0.035343226009268466,0.46841571923288905,0.6069611651892215,0.008117257664510102,0.008117257664510102,True,True
