team,group_win,advance_from_group,reach_r32,reach_r16,reach_qf,reach_sf,reach_final,champion
Switzerland,0.3923333333333333,1.0,1.0,0.6043333333333333,0.2623333333333333,0.0976666666666666,0.0376666666666666,0.0136666666666666
Austria,0.0,0.9683333333333334,0.9683333333333334,0.3243333333333333,0.154,0.068,0.0253333333333333,0.01
Iran,0.3603333333333333,0.7473333333333333,0.7473333333333333,0.4016666666666666,0.1876666666666666,0.0646666666666666,0.023,0.0093333333333333
Canada,0.6076666666666667,1.0,1.0,0.5693333333333334,0.248,0.0706666666666666,0.025,0.009
Croatia,0.0186666666666666,0.78,0.78,0.339,0.1213333333333333,0.0606666666666666,0.0226666666666666,0.006
Australia,0.0,0.9516666666666668,0.9516666666666668,0.3836666666666666,0.1053333333333333,0.0433333333333333,0.0136666666666666,0.0056666666666666
Algeria,0.0,0.7846666666666666,0.7846666666666666,0.263,0.1253333333333333,0.04,0.012,0.004
Ivory Coast,0.0,0.9633333333333334,0.9633333333333334,0.3016666666666667,0.0836666666666666,0.025,0.0066666666666666,0.0026666666666666
Uruguay,0.101,0.3453333333333333,0.3453333333333333,0.1373333333333333,0.0573333333333333,0.0196666666666666,0.007,0.0026666666666666
South Korea,0.0323333333333333,0.9446666666666668,0.9446666666666668,0.402,0.144,0.0463333333333333,0.013,0.0023333333333333
Egypt,0.537,1.0,1.0,0.4643333333333333,0.1833333333333333,0.0456666666666666,0.0116666666666666,0.0023333333333333
Ecuador,0.0,0.228,0.228,0.0976666666666666,0.0436666666666666,0.0163333333333333,0.0073333333333333,0.0023333333333333
Scotland,0.023,0.898,0.898,0.2616666666666666,0.0763333333333333,0.0233333333333333,0.0086666666666666,0.0023333333333333
Senegal,0.0,0.477,0.477,0.15,0.055,0.0143333333333333,0.0056666666666666,0.0013333333333333
Sweden,0.0296666666666666,0.9793333333333332,0.9793333333333332,0.2053333333333333,0.0573333333333333,0.017,0.004,0.001
Paraguay,0.0,0.7336666666666667,0.7336666666666667,0.2366666666666666,0.0583333333333333,0.0176666666666666,0.0043333333333333,0.0006666666666666
DR Congo,0.051,0.461,0.461,0.1513333333333333,0.0373333333333333,0.009,0.0033333333333333,0.0006666666666666
Czechia,0.0,0.1916666666666666,0.1916666666666666,0.0723333333333333,0.0226666666666666,0.0036666666666666,0.001,0.0003333333333333
Turkey,0.0,0.1076666666666666,0.1076666666666666,0.0276666666666666,0.0113333333333333,0.004,0.0006666666666666,0.0003333333333333
Panama,0.005,0.2153333333333333,0.2153333333333333,0.0523333333333333,0.014,0.0023333333333333,0.0006666666666666,0.0003333333333333
Uzbekistan,0.0133333333333333,0.402,0.402,0.1316666666666666,0.0416666666666666,0.013,0.0023333333333333,0.0003333333333333
Haiti,0.0,0.0016666666666666,0.0016666666666666,0.0003333333333333,0.0,0.0,0.0,0.0
South Africa,0.0,0.1963333333333333,0.1963333333333333,0.051,0.0093333333333333,0.001,0.0,0.0
Bosnia and Herzegovina,0.0,0.42,0.42,0.0773333333333333,0.0186666666666666,0.0026666666666666,0.0,0.0
Qatar,0.0,0.3446666666666667,0.3446666666666667,0.068,0.018,0.0013333333333333,0.0,0.0
Saudi Arabia,0.0,0.3643333333333333,0.3643333333333333,0.0336666666666666,0.0093333333333333,0.0016666666666666,0.0003333333333333,0.0
Cape Verde,0.013,0.641,0.641,0.063,0.0173333333333333,0.0043333333333333,0.0003333333333333,0.0
New Zealand,0.0,0.0966666666666666,0.0966666666666666,0.0276666666666666,0.0046666666666666,0.0013333333333333,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curacao,0.0,0.1253333333333333,0.1253333333333333,0.0156666666666666,0.0006666666666666,0.0,0.0,0.0
Iraq,0.0,0.067,0.067,0.0103333333333333,0.002,0.0,0.0,0.0
Jordan,0.0,0.0096666666666666,0.0096666666666666,0.0016666666666666,0.0006666666666666,0.0,0.0,0.0
Ghana,0.017,0.8206666666666667,0.8206666666666667,0.1183333333333333,0.02,0.0033333333333333,0.0003333333333333,0.0
